0.6,-4.5,3.14
-4.0,0.0,1.57
-3.0,6.0,0.0
1.5,8.0,1.57
2.0,18.0,4.71
-5.0,13.25,0.0
1.5,0.5,0.0
8.0,0.5,3.14
1.5,3.0,1.57
4.25,9.5,1.57
